Prompt,Done
"Start the year off with one of Shakespeare’s favorite forms. Write a sonnet, a poem comprising fourteen lines that incorporates the following rhyme scheme: a-b-a-b, c-d-c-d, e-f-e-f, g-g. (For example, the words at the end of the first and third lines rhyme, etc.) Before you begin, flip through any book and select seven words at random. Use these words, or variations of them, in the poem.",
"Starting a new year often means an attempt at challenging resolutions or constraints, but in poetry, constraint can seem natural and even fun. For example, in Oulipo, formulas and frameworks (some more complicated than others) are applied to the lines and words of a poem. Try this exercise in constraint: Write a poem in which all of the words contain a vowel of your choice. For inspiration, read “Ballad in A” by Cathy Park Hong.",
"Stonehenge, the Pantheon, a seventeenth-century tea pavilion, salons, and reading rooms. For T Magazine’s “The 25 Rooms That Influence the Way We Design,” a six-person jury of design and interior professionals put together a list of spaces that have changed the way we live and the way we see. Write a series of short poems about memorable rooms you have been inside of at different points in your life. Perhaps you know the space well or encountered it briefly. What kind of vocabulary or rhythm can you use to evoke each room’s atmosphere as recalled from memory? Have they changed your life?",
"Street art, family and friends, selfies, concerts, a painting in a museum, funny signage. Many of us use our cell phones to capture photos and videos depicting everything from special occasions to the random striking visual encountered on a daily commute. Look through the photos on your cell phone and decide on a common theme, mood, or sentiment you’d like to convey in a poem. Are there photos you took by accident or ones you didn’t even know existed until browsing through? Write a poem consisting solely of descriptions of a selection of your photos. Which everyday objects, places, activities, or resonating visuals can you use to communicate a message?",
"Struggling to stay motivated? Researchers at the University of Chicago Booth School of Business recently found that people having trouble achieving their goals benefit from the very act of giving advice to others. This week, try offering some advice to someone in a poem. Write a list of suggestions for handling a challenge, perhaps something you know very little about to add some levity. It can be specific, like what to do when your car breaks down on the side of the highway during a thunderstorm, or something more general like how to resolve an argument. Using an idea from your list, write a humorous poem addressed to someone who may or may not appreciate your guidance.",
Surprise a friend or loved one with a spontaneous poem today. Perhaps you've been very busy and haven't spoken to a friend in a while. Write her a little poem to catch her up on what's been going on with you and drop it in the mail. Or maybe your grandmother is in need of some cheering up. Read her a few lines over the phone to make her laugh. Don't put too much thought into rhyme scheme or structure; just go with the flow.,
"Swamp soccer, air guitar, wife carrying, mosquito killing, and ant-nest sitting are all examples of the unusual competitive championships that have become increasingly popular in Finland in the last couple of decades. Write a poem inspired by the imagery you envision for one of these wacky sporting events, based on their name. How can you play with sound, syntax, and vocabulary to convey humor, joy, triumph, loss, and perseverance with an irreverent spirit?",
"Swiss photographer Steeve Iuncker has photographed Yakutsk, Siberia (coldest city in the world); Tokyo, Japan (most populous city in the world); and Ahwaz, Iran (most polluted city in the world) for a photo series project focusing on different record-holding locations. Write a poem about a record-holding city, using a real or humorously obscure record of your invention. You might find inspiration in a city you’ve lived in, loved, have never been to, or that only exists in your imagination. How are the geography, culture, and inhabitants affected by the extreme conditions? What kind of behavior and interaction unique to this place will you explore?",
"Take a cue from Raymond Queneau's Exercises in Style, which tells a single narrative in ninety-nine ways, and write a poem based on what happened just after you got up this morning. Then use one or more of these filters to revise the poem: onomatopoeia (integrating the sounds of your morning into the language of its telling), litotes (a supremely understated start to the day), overstatement (embellishing every detail), olfactory (emphasizing the morning's smells), tactile (emphasizing the morning's physical feel), gustatory (emphasizing the morning's particular taste).",
"Take a moment to think about where you are from. If that's not so easy to pin down, think instead about a place that's had an impact on you, a place in which you've spent a relatively long time, or the place you live now. Now think about how the people talk there. What are the phrases or cadences that color their speech? Take this local voice and use it in a poem about the place you are thinking of. For example, write a poem about going to summer camp in Maine using the Mainer accent, or about moving to New Orleans in the voice of a Louisiana native.",
"Take a poem you feel is finished, and divide the poem in half. Write two new poems by filling in those two halves.",
"Take one of your poems that you're not satisfied with and use scissors to cut it up into its lines. Rearrange the lines, omitting ones that no longer fit. With this fresh arrangement as a working draft, compose an entirely new poem.",
"Take two lines you love from a poem that isn’t working. Write a new poem using one as the first line and the other as the last line. For an added perspective, try writing a second poem switching the two.",1
"Taking inspiration from the “Dear President” feature in the September/October issue of Poets & Writers Magazine, in which fifty American poets and writers were asked to write several sentences addressing the next president, write a short poem of address that starts with the words, “Dear President.” Touch upon one or two of the most important issues to you about contemporary society and/or government. Share any advice, wisdom, wishes, or requests.",
Talk about love in general. Write about the reasons why it is a vital part of human experience. Meditate upon your own experiences regarding different kinds of love. Write about the ways in which love makes us better people. Find different ways to depict the manner in which love enriches our souls.,
"Teachers play a vital role in the lives of children, making a lasting impression and providing memories carried into adulthood. It makes sense then that there are many poems written about teaching and lessons learned, such as “Why Latin Should Still Be Taught in School” by Christopher Bursk, “The Floral Apron” by Marilyn Chin, and “M. Degas Teaches Art & Science at Durfee Intermediate School, Detroit 1942” by Philip Levine. Write a poem about a beloved teacher of yours. Whether from a favorite class in school, a sports team, or your community, what was unique about this teacher? How has this mentor impacted your life decades later?",
"Technological and scientific advances have recently enabled surgeons to implant a chip into a human brain that, through a computer, can send signals to the body allowing a person living with paralysis to regain movement. Write a poem reflecting on your own observations about autonomy, the role of technology, and the physical mechanisms of the body. Think of unique ways to describe the inner workings of our minds, muscles, and limbs.",
"Ted Berrigan, a prominent figure in the second generation of the New York School of Poets, is best known for his book The Sonnets (Lorenz and Ellen Gude, 1964). Berrigan’s sonnets were assembled using collage techniques. For instance, many of the lines are found text from outside sources, and many of the individual lines are recycled throughout the book; two of the sonnets even use the exact same fourteen lines, presented in different orders. This week, try writing your own Berrigan-style sonnet (free verse or rhyming, as you please). Create a bank of individual lines—these could be original lines that you write, found text, or some combination—and then assemble these lines into a sonnet. Allow the poem to be nonlinear, if that is what the process calls for, and travel down unexpected trains of thought.",
"TED Talks have been translated into over one hundred languages, and their translators are often challenged by peculiar turns of phrase. Inspired by this predicament, TED asked translators from around the world to share their favorite idioms along with baffling literal English translations such as “the thief has a burning hat,” a Russian phrase that means, “he has an uneasy conscience that betrays itself.” This week, write a poem that incorporates one or more of these eccentric sayings and create a world in which the literal interpretation holds water. Use the five senses—sight, hearing, taste, smell, touch—to help illustrate these verbal expressions and your interpretation of them.",
"The ""dog days"" of summer typically refer to the hottest days around July and August. The term originates with the ancient Romans who associated this time of year with the brightest star Sirius—also known as the Dog Star—rising and setting in sync with the sun, supposedly making the days hotter. Explore other natural occurrences that coincide with summer—fire rainbows, foxfire, midnight sun—and write a poem in tribute to the hottest days of the year.",
"The “Don’t have a bookmark?” meme began as a brand marketing tool on Twitter showing photos of objects—including Chex Mix, Oreo cookies and milk, and Vitaminwater—poured into the pages of books to use as bookmarks, which quickly ignited a storm of retorts. In one response, a librarian posted a photo depicting a soft taco that had actually been flattened into the pages of an edition of Edward Lear’s 1871 book, Nonsense Songs and Stories, found at her library in Indiana. This week write a poem inspired by this literal mash-up of food and words. How can you play with diction, line breaks, spacing, and typography to express humor, dissonance, and a mix of themes?",
"The 2022 National Senior Games, the largest multi-sport event in the world for men and women fifty years old and over, took place this month in Florida where over eleven thousand athletes registered to compete. In an article for the New York Times, Talya Minsberg interviewed runners who offer their advice on how to keep going. Roy Englert, the oldest competitor at ninety-nine years old, says to “keep moving, keep moving, keep moving, and have a little luck.” Ninety-three-year-old Lillian Atchley says, “I guess you just have to have the love to race, the determination to just do it.” This week write a poem using running as a metaphor. What images and words of inspiration come up for you?",
"The abecedarian is a poetic form in which the first letter of each line or stanza follows sequentially through the English alphabet. Poets such as Natalie Diaz, Carolyn Forché, and Harryette Mullen have used the form to tackle the historical subjugation of a people and the inadequacy of language when faced with great disaster. The controlled form builds a visual structure that calls attention to the poem’s subject matter. Write an abecedarian poem that reflects on the English language and your place in it. Read Natalie Diaz’s “Abecedarian Requiring Further Examination of Anglikan Seraphym Subjugation of a Wild Indian Rezervation” for inspiration.",
"The Academy of American Poets defines anaphora as “a type of parallelism created when successive phrases or lines begin with the same words, often resembling a litany,” and is regarded as one of the world’s oldest poetic techniques. This week, try to write a poem with each line beginning with the same phrase. Refer to William Shakespeare’s “Sonnet No. 66” or Allen Ginsberg’s “Howl” for inspiration.",
"The American dipper is said to be North America’s only truly aquatic songbird: a small, undistinctive brownish gray bird that chirps a pretty melody nearby river rapids and dives up to twenty feet into the water, even walking underwater along the riverbed to catch tiny fish, larvae, and small insects to eat. Flying fish also straddle multiple elements, launching themselves out of water and gliding through the air to escape predators. Unexpected animal behavior can act as a reminder of our own flexibilities or potential to exceed expectations that might otherwise keep us constrained. This week write a poem about a time when you have been propelled into unexpected territory, like a fish out of water or a bird under water. Is it possible that you might feel in your element while out of your element?",
"The ancient Greeks believed that the heart is the seat of everything, not only emotion but reason as well. The Romans then developed an entire theory around the circulatory system, concluding that the heart is where emotions take place, while rational thought occurs in the brain and passions originates in the liver. Today, despite developments in medicine and technology, the heart is still used as the universal symbol for love. This week, write a poem about your theory of where love originates. If you feel it comes from the heart, write about why you think this idea has endured for so long.",
"The anthology Bullets Into Bells: Poets and Citizens Respond to Gun Violence (Beacon Press, 2017), coedited by poets Brian Clements, Alexandra Teague, and Dean Rader, was published this month coinciding with the fifth anniversary of the shooting at Sandy Hook Elementary School in Newtown, Connecticut. In “Bullets Into Bells” by Maya Popa in the January/February issue of Poets & Writers Magazine, the editors discuss the impact of having each poem paired with an essay response by an activist, politician, or survivor. Taking a cue from the anthology's structure, write a poem as a personal meditation or response to a nonfiction piece or news report covering a specific event from 2017.",
"The Bop is a form of poetic argument consisting of three stanzas, each followed by a repeated line or refrain. The first stanza is six lines and presents a problem; the second stanza is eight lines and further expands upon the problem; and the third stanza is six lines and either resolves or documents the failure of resolving the problem. Read a Bop poem by Afaa Michael Weaver, who created the form during a Cave Canem writing retreat, and then try writing your own.",
"The candy manufacturer Just Born has been producing their popular Peep confections since 1953. Over the years, these seasonal sugarcoated marshmallow chicks have expanded into a year-round line of different animals, colors, and flavors, and spawned a Washington Post diorama contest, countless creative recipe ideas, eating competitions, and other offbeat uses. This week, write a Peep-inspired poem, perhaps exploring themes of springtime, holiday consumerism, kitsch, iconic candy design, or childhood nostalgia.",
"The center of our families, our homes, and our most treasured conversations occur at the kitchen table. We discuss the vibrant color of sautéed asparagus, the deep laugh of a deceased grandfather, or sit quietly, alone, worrying about our children at three in the morning. Write a poem about your kitchen table or an imagined one: Explore the food, voices, and thoughts it has experienced over the years.",
"The cento, whose name is derived from a Latin term meaning “patchwork,” is a form of fragmented poetry originating in the third century consisting of lines taken from poems written by other poets. Contemporary centos often offer a humorous juxtaposition of contrasting images, ideas, and tones. Read centos written by John Ashbery and Simone Muench, and then try writing your own, sampling verses from diverse time periods, styles, and subject matter, and citing your sources at the end.",
"The challenge is simple: Write a poem that is a single sentence long. But don’t write just any old sentence. Instead, challenge yourself to sustain the sentence for as long as possible. Use all the tools of syntax, grammar, and poetic form to help keep it going. While these tools are already at play when writing a poem, the single-sentence constraint will force you into exciting and unexpected rhetorical solutions. For inspiration, read this article on one-sentence poems by poet Camille Dungy.",
"The end of 2013 has arrived. Considering we are all on earth for a limited amount of time, it is important to reflect and appreciate the end, and beginning, of another year. Take time away from the popping champagne bottles, boisterous countdowns, and feigned promises of resolutions. Sit alone somewhere and ruminate on the past year. Slow down. Think. Be grateful. Write a poem about your thoughts and emotions as you recall the people, moments, and events that brought you joy and sadness this past year. Time is indifferent to life and death. This is why poetry exists.",
"The end of summer means the beginning of autumn. This is a time of change. Write a poem about the changes occurring in your life. Choose powerful verbs. Focus on the feelings of expectation, fear, and relief that come with change. Use vivid imagery. It is during change that we are often the most alive.",
"The end of the year is often accompanied by the practice of looking back at the previous twelve months and drawing up “Best of” lists: best moments, best books, best songs. As the new year kicks off, browse through some 2015 lists and jot down words, phrases, and notes about the themes in popular songs and books. Then write a poem that encapsulates the spirit of the music and literature recognized in 2015.",
"The epithalamium, a lyric written and performed for a couple at their wedding ceremony, originated in ancient Greece with the earliest evidence of the form found in the fragments from Sappho’s seventh book in 600 BC. The form remains popular in contemporary poetry with traditional and nontraditional examples such as Jason Schneiderman’s “Stories About Love / Wedding Poem for Ada & Lucas” and poems by Alexandria Hall and Phillip B. Williams. This week, write your own version of an epithalamium. Whether it be for the future wedding of a loving couple you know or one that reflects on the institution of marriage, share your take on the ancient form.",
"The essay “The Art at the End of the World” is Heidi Julavits’s account of a pilgrimage to see Robert Smithson’s land art sculpture “Spiral Jetty” in the Great Salt Lake. Write a poem inspired by a land art piece that particularly draws you in. In her essay, Julavits juxtaposes the haunting otherworldliness and existential provocations of the landscape with family dynamics and mundane details of traveling with her husband and two children. Does the immensity of this land art piece in its natural surroundings propel you to think about the relative size and scope of your own concerns, goals, and relationships?",
"The first 858 lines of Geoffrey Chaucer’s fourteenth-century masterpiece The Canterbury Tales is the focus of a new web and mobile phone app that allows users to listen to the text read aloud in Middle English. Developed by a team at the University of Saskatchewan, General Prologue pairs a digitized version of the original manuscript with explanations and a new line-by-line modern translation by the late Monty Python actor Terry Jones, who wrote two books on Chaucer. The lively stories of the group of pilgrims traveling from London to Canterbury, which are notable for being written in the common vernacular, are told from different viewpoints and form a humorously critical portrait of social classes of the time. Write a series of poems that celebrates the everyday people in your life, perhaps drawing inspiration from Chaucer’s characters, such as the Cook, the Man of Law, the Wife of Bath, the Clerk, and the Merchant. What humor do you find in the mundane affairs of quotidian life?",
"The first card in the Major Arcana of the tarot, a deck of cards used by mystics for divination, is called “The Fool."" He is depicted on the card as gliding towards the edge of a cliff with the sun rising up behind to light his way, beginning a new journey full of unlimited potential. Have you recently set out on a new journey? Or are you itching to try something new, be spontaneous, and break out of your routine? Write a poem that captures the excitement of the first day of a new adventure. It could be a physical journey, like traveling to a distant land, or an emotional journey, like the start of a new relationship. Whatever path you choose, make sure it’s exhilarating!",
"The first Nobel Prize winner of 2016, announced in the Physiology or Medicine category this week, was awarded to Japanese scientist Yoshinori Ohsumi. Ohsumi is a cell biologist who won the prize for his studies of autophagy, Greek for “self eating,” a process in which the cells in our body break down or destroy, and then recycle, certain component parts. Write a poem inspired by the workings of the human body at a cellular level. You may find ideas by looking at different vocabulary and terminology, or drawing connections between cellular functions and processes to situations in your emotional life and interpersonal relationships.",
"The first-ever picture of a black hole was revealed last week, an image from the Messier 87 galaxy taken by eight radio observatories on six mountains and four continents in 2017. Spend some time looking at the picture online, including a wider, zoomed-out view. The New York Times calls it a “doughnut of doom,” while Vice Motherboard says it looks like a SpaghettiO. What emotions does the image bring to the surface for you? Write a poem that captures the wondrous significance of the image, perhaps imbuing your verse with humor, terror, and a mixture of scientific vocabulary and figurative language.",
"The French expression, à la rentrée, literally means “at the return” and can be translated as “see you in the fall” to refer to the time of year when students return back to school after the summer break and vacationers return to the city and to work after out-of-town trips—a time to start anew feeling reenergized with a refreshed and rested perspective on everyday routines. Think about the projects, personal goals, or relationships that you’d like to approach with a fresh start this autumn season. To celebrate la rentrée, write a poem that revolves around a familiar relationship, duty, or obligation. How might it be approached from a different angle or seen in a new light?",
"The headless chicken monster: the stuff of nightmares or a real scientific oddity? It’s actually the nickname for a deep-sea swimming cucumber recently captured on camera for the first time in the Southern Ocean between Australia and Antarctica, and caught on film only once before in the Gulf of Mexico. Write a poem inspired by this reddish-pink finned creature, taking inspiration from its scientific name Enypniastes eximia, and its other nicknames, such as the headless chicken fish, the Spanish dancer, and the swimming sea cucumber. Take a look at photos and videos to see this unusual creature’s bulbous, transparent body and webbed, veil-like appendages and tentacles moving across the ocean floor.",
"The higher temperatures, longer days, and more time spent outside in the summer months propel many of us toward beach reads and dramatic blockbuster films. Oftentimes, these forms of entertainment are filled with exciting, action-packed scenes, plots that twist and turn, and sequences that keep us on the edge of our seats. Write the summer blockbuster version of a poem. Try to balance the use of easily accessible, widely appealing language and images with emotions that are both universally recognizable and unique to your personal sensibilities.",
"The holiday season is here, which means you will soon be a guest at a work party, gathering of friends, or family-oriented celebration. This is the season for poets. Begin your “Thank You” poems now. Celebrate what companionship means to you and express your gratitude for the honor of being invited. Make your poems personal and sincere. (Consider attaching each poem to a nice bottle of wine and personally hand it to your host.)",
"The holidays are over and the year is new. Now it’s time to take stock of what you have—what you’re starting with and what you will build from. First, read the late poet Tomaž Šalamun’s “I Have a Horse,"" and then write a list poem of your own. Begin each line with “I have . . . .” Write about the things that are important to you, the possessions you couldn’t live without, and the curious items you’ve acquired that you can’t bear to throw out.",
"The Hong Kong film 2046, written and directed by Wong Kar-wai, predominantly follows the main character Chow, a writer, over the course of several years, escapades, and love affairs, often dipping into scenes of him dining out on Christmas Eve each year. Jot down specific moments or memories from the same holiday over the years that you hold especially resonant and seem to connect a narrative. Then, write a series of poems capturing these events and experiences. How does the holiday itself lend a certain expected or consistent atmosphere even if the events that occurred or people present were completely different?",
"The house in which Nobel Prize–winning poet Tomas Tranströmer lived with his wife was located on the island of Runmarö in Sweden and built in the late nineteenth century by his maternal grandfather, a ship captain who needed a place to rest upon reaching landfall. In Tranströmer’s poem “The Blue House,” he describes the historic house’s exterior as well as its storied past. “It has stood for more than eighty summers. Its timber has been impregnated, four times with joy and three times with sorrow,” he writes. Write a poem that serves as a portrait of a place you have lived in. Consider its past tenants, the details of its exterior and interior, and its relationship to your life.",
"The human race, by nature, is flawed. Deep within our DNA is the capacity for violence, hatred, and deceit. Choose an aspect of human nature that disturbs you. Write a poem describing this ugly and flawed characteristic of human nature. Write a second poem about how we, the human race, can fix it.",
"The Humboldt Glacier, located high in the Andes mountain range in Venezuela, is the country’s last glacier. Glaciers are disappearing around the world due to climate change, which has also been a factor in declines and extinctions of animal species elsewhere. This month saw the death of George, the last snail of the Hawaiian species Achatinella apexfulva, named after Lonesome George who died in 2012, the last of the Galápagos tortoises. Write a poem about an object that is the last of its kind to ever exist, either in reality or hypothetically. How is the disappearance of your chosen subject significant in its own way?",
"The landay is a form of folk poetry from Afghanistan consisting of a single couplet—nine syllables in the first line, and thirteen in the second line—that is generally written anonymously and often recited or sung by women. As poet and journalist Eliza Griswold writes, “It must take on one of five subjects: meena, love; jang, war; watan, homeland; biltoon, separation; and, finally, gham, which means despair or grief.” Read more about the form and its historical and contemporary practices in Griswold’s piece in Poetry magazine. Then, write several landays of your own—biting, bawdy, or lamenting.",
"The late English poet Philip Larkin was born eighty-nine years ago this month. Begin a poem using the first lines of Larkin's oft-studied poem ""Church Going,"" from The Less Deceived (Marvell Press, 1955): ""Once I am sure there's nothing going on / I step inside, letting the door thud shut.""",
"The late poet and critic John Ashbery’s Self-Portrait in a Convex Mirror (Viking, 1975) is considered his masterpiece, having won the Pulitzer Prize, the National Book Critics Circle Award, and the National Book Award. The long title poem is a meditation on sixteenth-century Italian artist Parmigianino’s painting of the same name. Ashbery writes: “The surface / Of the mirror being convex, the distance increases / Significantly; that is, enough to make the point / That the soul is a captive.” This week write a poem about your reflection. Whether seen through a traditional mirror, a body of water, or a distorted lens, begin with a description of what you see and follow through with an inner reflection.",
"The main theme of the poem is “the life cycle.” Everything that is born eventually dies, and the cycle starts again.",
"The months of May and June mark the time when most schools and universities celebrate graduations, and poetry is oftentimes relied upon for commencement speeches and congratulatory messages to express feelings of hope and possibility. From Robert Frost’s “The Road Not Taken” to Langston Hughes’s “Dreams,” poets offer timeless, thoughtful, and even funny responses applicable to this unique transition in a person’s life. Write a poem for a graduate that expresses your advice or some words of wisdom. For inspiration, browse the poems for graduation resource page from the Academy of American Poets.",
"The National Cowboy Poetry Gathering has been convening in Elko, Nevada for over thirty years to highlight the “cowboy way” of life, with activities such as poetry and yodeling and sing-alongs, musical performances, dancing, and recounting tall tales and folklore. Many poems and songs that are performed describe the everyday work of ranchers, herders, and rodeo cowboys, and the wide, open spaces of the rural West landscape. Taking a cue from these themes of cowboy verse, write a poem that celebrates the simple pleasures of a work day, focusing on something mundane that brings joy, perhaps finding a way to incorporate the natural environment. Listen to a cowboy song for additional inspiration.",
"The next time you catch a glimpse of your shadow, study it for a while. Observe how it moves when you move, how it looks in different kinds of light. Think about what it would feel like if one day you looked for it and it wasn’t there. Write a poem to your shadow as if it were an old friend.",
"The ocean, unlike the earth, can’t be conquered by humans. The ocean is too powerful, and people are at his mercy during every voyage, regardless of the length. Write a poem about the respect people should have for this large body of water.",
"The Oxford English Dictionary has announced the 2018 word of the year: “toxic.” Originating in the mid-seventeenth century from the medieval Latin toxicus, signifying “poisoned” or “imbued with poison,” the word has taken on new associations and collocates in the years since—workplace, masculinity, relationship, and Britney Spears, to name a few. This week, read through the list of definitions and origins for this timely term and write an ode incorporating as many of the variations as you can.",
"The poems in Dorothea Lasky’s The Shining, published by Wave Books in October, portray the physical and psychological horrors that take place in the labyrinthine Overlook Hotel, the setting of the iconic Stephen King novel and Stanley Kubrick film adaptation. Lasky guides readers into the hotel of her imagination in the opening poem, “Self-Portrait in the Hotel”: “When I checked into this / Godforsaken hellhole / They locked me in the tiny yellow room / With no belongings but my lipstick,” she writes. Throughout the book, Lasky meditates on the many horrors of simply being alive, finding inspiration in the hotel’s high ceilings, the Gold Ballroom, and the final shot of the film featuring a terrifying photograph of the protagonist, Jack Torrance, in the ballroom in 1921. Take note of Lasky’s ekphrastic practice and write a poem that places you in the setting of your favorite film. What conflicts come to mind in this newly imagined world?",
"The practice of cutting one’s hair can sometimes be an emotional process—the shedding of one’s layers much like the way a snake sheds its skin. For some, cutting hair might symbolize a spiritual rebirth, embracing new beginnings and letting go of the past. For others, it can be a traumatic experience. Haircuts can be well thought-out decisions, premediated and anticipated, or spur of the moment, an abrupt change to one’s appearance. Write a poem about your last haircut or the experience of observing a haircut. Include details of where you were, who was cutting the hair, the sounds of the clippers or scissors, and the emotions you experienced. Read “Haircut” by Elizabeth Alexander and “Hair” by Orlando Ricardo Menes for further inspiration.
",
"The Rockettes, who have been based at New York City’s Radio City Music Hall since 1932, are a precision-dance company best known for their synchronized performances during the winter holiday season. Though their shows have evolved over the years as they’ve incorporated innovative new numbers and routines, what has remained unchanged over the years is the spectacle of their precisely-timed, high-kicking dancing. Watch video footage of the Rockettes, or synchronized skaters, swimmers, or line dancers, and write a poem inspired by these performances. How can you replicate the emotion or aesthetic of the repetition and patterns in your poem’s syntax, rhythm, or format on the page?",
"The sonnet form dates back to thirteenth- and fourteenth-century Italy where it was popularized by the poet Petrarch, whose work was translated and introduced in the sixteenth century to English poets. A new type of sonnet with a different rhyme scheme was then developed and made famous through the work of William Shakespeare. Poets such as Wanda Coleman, Diane Seuss, and Terrance Hayes have given voice to the more contemporary “American” sonnet, demonstrating the flexibility of the fourteen-line form. This week, write your own sonnet—either a traditional sonnet or one inspired by a contemporary poet.",
"The tanka is a type of classical Japanese poem, most popularly known in its five-line form, with syllable counts of 5/7/5/7/7. In ancient Japanese tradition, the short poetic lines were exchanged between lovers in the morning, after spending an evening together. This week, try your hand at writing a tanka. Start with a concrete image or object you closely associate with a loved one. Then create a dramatic shift in thought or emotion to express the speaker's personal response. For inspiration, read examples of the tanka compiled by the Academy of American Poets.",
The theme is “a marriage proposal.” Imagine that this poem is written by a person who is planning to propose to their partner. List all the reasons why you think that these two lovers are perfect for each other.,
The thirst for knowledge is a concept that defines us as a human race. Write a poem about the eternal quest for knowledge.,
"The thirteen lines of the late Molly Brodak’s self-titled poem read: “I am a good man. / The amount of fear / I am ok with / is insane. / I love many people / who don’t love me. / I don’t actually know / if that is true. / This is love. / It is a mass of ice / melting, I can’t hold / it and I have nowhere / to put it down.” Through a series of declarative, zigzagging statements, the short poem manages to touch upon a handful of intense emotions—doubt, fear, uncertainty, desperation, and helplessness—all tied together by the eponymous title. This week write a short self-titled poem. How can you bring your own deeply personal responses to questions about your life and relationships under poetic scrutiny in a way that represents your individuality?",
"There are certain words and phrases that are always used when discussing head colds, migraines, sprained ankles, and other ailments. This week, write a poem about an illness or injury without using the medical language commonly associated with it. For example, if you’re writing about a sinus infection, try avoiding the diagnostic terms “pressure” and “congestion,” and instead describe the symptoms using more metaphorical language. Have fun with it, like Ogden Nash did.",
"There are flowers on a doorstep. Write a poem about them from the perspective of the sender or the recipient (or both). Are they a celebratory gift (for a birthday, promotion, engagement etc)? An apology? A thank you present? Explore.",
"There are many obstacles in life, and facing them is an important aspect of a person’s life. Write a poem about the potential hardships in life and how they affect people’s lives.",
"There have been several notable recent occurrences of museumgoers from all over the world breaking or damaging artwork. In a video widely shared on the internet last year, a boy tripped in a museum in Taiwan, and in bracing his fall, accidentally smashed a hole through a seventeenth-century Italian oil painting valued at over one million dollars. Using this image or concept of the physical defacement of art, write a poem that experiments with the idea of broken surfaces with the use of fragments or erasure. What are some ways of inserting literal or figurative holes into the body of a poem?",
"There is a long tradition of writers waxing poetic about the moon, dating back as far as ancient Vedic texts. Recently, Louisiana Channel asked six authors to discuss the mysterious figure in the sky and why it has such a profound effect on their writing lives. There’s even a word in German, Yoko Tawada says, which literally means “addicted to the moon”: mondsüchtig (translated as lunatic). For this week’s poem, continue the tradition of lunar poetry with your own lines about the moon. If you need more inspiration, read “To the Moon” by Percy Bysshe Shelley or “The Moon and the Yew Tree” by Sylvia Plath.",
"There is the view that all poetry is a translation of feelings and perceptions that are in some ways fundamentally unsayable. Try translating a poem after you’ve read a few different translations of the same poem. Several interesting things may happen: you check one version against another; you’re on high alert for the “prose meaning” of the original, as well as the tone; you see what the translations at once obscure and reveal of the original piece; even if one translation is just a remote account, it offers a particular construal. After reading, try your own translation of the same poem. If it is not in a language you know, you now have an idea of what is there and to be looked for. You may find that you’re creating with a refreshed eye and ear for the true, and any false, notes in the music that is poetry.",
"These days, friendships are often formed over the Internet. Have you corresponded with someone via a social networking site or dating site who you’ve never met in person? This week, write a poem about what you imagine meeting this person would be like. If you’ve never seen a picture of him or her, write about what you think this person looks like based on how he or she writes.",
Think about a big decision you made. Write a poem exploring what may have happened if you’d chosen differently.,
Think about a memorable birthday you once had. Write a poem about the first one which comes to mind.,
"Think about a memorable concert, play, or fair you attended as a child. Write as though you’re experiencing it now.",
"Think about an item of clothing or an accessory (the t-shirt that’s worn and well loved, the dress you wore every week when you were in your 30s, the necklace that’s been in your family for generations) that means a lot to you. Write about it. Think about all the places you went and emotions you felt when you wore it. Conversely, personify the object and write a poem about what it experienced with you on those occasions.",
"Think about something that you did or said to someone that you regret. Write a poem of apology, comprising five four-line stanzas, with the same number of stressed syllables in each line. Avoid sentimentality. Rely on images, rhythm, and structure to convey your regret.",
"Think about your favourite scent. Write a poem depicting the things and activities it reminds you of (fresh laundry, apple picking, the ocean, blossom on the trees).",
"Think back over the past year. What does the memory of each month feel like? What is its emotional tone, vibration, form? Write a poem in twelve parts that tries to capture each month’s abstract feeling in a single line or stanza. Like Wallace Stevens’s “Thirteen Ways of Looking at a Blackbird,” you can repeat the same object or setting throughout the poem, or offer a different context for each section. Challenge yourself to avoid the clichéd images that are often paired with months (i.e. the beach and July, leaves and October), and instead, try to translate the ineffable into the visual. When finished, you’ll have a calendar of metaphor.",
"Think back to yourself ten years ago—where you lived, what your preoccupations were, who your relationships were with, who you were. Write a letter in the form of a poem to yourself then from yourself now.",
Think of a city that you haven’t visited yet but you really want to. Why is it so? Is it because it is exotic? Is it because of its architecture? Perhaps you are more interested in the people and their culture.,
"Think of a cliché which irritates you. Write a better version of it (think ‘show, don’t tell’), and build your poem from there.",
"Think of a lost opportunity because the timing wasn’t right. Write a poem about the importance of using every opportunity, which is difficult because people often find excuses for their failures.",
"Think of a person from your past, someone you wish you'd gotten to know better and have always remembered. Think about why you wish you'd gotten to know this person better—did he or she do something that intrigued you, did he or she have a particular way about them, did you share an important moment together? Write a poem to this person, exploring what it was about him or her that has remained with you, even though the person hasn't.",
"Think of a really happy day/experience you had in your childhood. Maybe it was when you made a new friend, or read a great book, or went on a trip to a museum. Write a poem describing your unadulterated joy.",
Think of a time when you were badly hurt. Write a poem about how you dealt with the pain.,
Think of an act of injustice/news story which upsets you. Write about its intricacies and why it angers/saddens you.,
"Think of an activity that relaxes you before falling asleep, and write a poem about it. Perhaps the activity can be listening to Mozart!",
Think of any old buildings near where you live or grew up. Contemplate who might have occupied them 50/100/200 years ago. Write about them.,
